[syn]	d0s	top	d0t
wn30instances:synset-high_sea-noun-1	d0:Location	wn30instances:synset-body_of_water-noun-1	dul:PhysicalPlace
wn30instances:synset-high_sign-noun-1	dul:InformationEntity	wn30instances:synset-signal-noun-1	dul:InformationRealization
wn30instances:synset-high_status-noun-1	dul:Role	wn30instances:synset-status-noun-1	rol:Status
wn30instances:synset-higher_cognitive_process-noun-1	d0:CognitiveEntity	wn30instances:synset-process-noun-2	conc:InternalRepresentation
wn30instances:synset-highlight-noun-1	dul:PhysicalObject	wn30instances:synset-detail-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-hilltop-noun-1	d0:Location	wn30instances:synset-peak-noun-4	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-hindquarters-noun-2	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-hinge-noun-2	dul:Situation	wn30instances:synset-circumstance-noun-1	dul:Situation
wn30instances:synset-hint-noun-2	dul:InformationEntity	wn30instances:synset-indication-noun-1	dul:InformationRealization
wn30instances:synset-hip-noun-1	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-hipline-noun-1	d0:Location	wn30instances:synset-line-noun-11	dul:SpaceRegion
wn30instances:synset-hipline-noun-2	d0:Location	wn30instances:synset-line-noun-11	dul:SpaceRegion
wn30instances:synset-hire-noun-2	d0:Activity	wn30instances:synset-act-noun-2	dul:Action
wn30instances:synset-histocompatibility_complex-noun-1	dul:Organism	wn30instances:synset-class-noun-1	coll:Taxon
wn30instances:synset-historicism-noun-1	dul:Description	wn30instances:synset-hypothesis-noun-2	dul:Theory
wn30instances:synset-hit_parade-noun-1	dul:Collection	wn30instances:synset-collection-noun-1	dul:Collection
wn30instances:synset-hoariness-noun-2	d0:Characteristic	wn30instances:synset-oldness-noun-2	dul:Quality
wn30instances:synset-hobbit-noun-1	dul:Personification	wn30instances:synset-imaginary_being-noun-1	dul:Personification
wn30instances:synset-hobby-noun-2	dul:PhysicalObject	wn30instances:synset-plaything-noun-1	dul:DesignedArtifact
wn30instances:synset-hoister-noun-1	dul:Person	wn30instances:synset-operator-noun-2	dul:Person
wn30instances:synset-holding_pattern-noun-1	dul:Situation	wn30instances:synset-inaction-noun-1	dul:Situation
wn30instances:synset-hole-in-the-wall-noun-1	d0:Location	wn30instances:synset-topographic_point-noun-1	dul:Place
wn30instances:synset-hole-noun-2	d0:Location	wn30instances:synset-opening-noun-10	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-hole-noun-4	d0:Location	wn30instances:synset-space-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-holiness-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-holism-noun-1	dul:Description	wn30instances:synset-theory-noun-1	dul:Theory
wn30instances:synset-hollowness-noun-1	dul:Situation	wn30instances:synset-emptiness-noun-1	dul:Situation
wn30instances:synset-home-noun-6	d0:Location	wn30instances:synset-beginning-noun-4	dul:Place
wn30instances:synset-home_port-noun-1	d0:Location	wn30instances:synset-port-noun-1	dul:Place
wn30instances:synset-homebound-noun-1	dul:Collection	wn30instances:synset-people-noun-1	coll:AgentCollection
wn30instances:synset-homespun-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-homogenate-noun-1	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-homonymy-noun-1	dul:Description	wn30instances:synset-linguistic_relation-noun-1	dul:Relation
wn30instances:synset-homosexual-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-homozygosity-noun-1	dul:Situation	wn30instances:synset-state-noun-2	dul:Situation
wn30instances:synset-homunculus-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-honeycomb-noun-1	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-honeymoon-noun-2	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-hood-noun-2	dul:PhysicalObject	wn30instances:synset-covering-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-hood_ornament-noun-1	dul:PhysicalObject	wn30instances:synset-decoration-noun-1	dul:DesignedArtifact
wn30instances:synset-hoodoo-noun-1	dul:Description	wn30instances:synset-column-noun-4	dul:Pattern
wn30instances:synset-hoodoo-noun-4	dul:PhysicalObject	wn30instances:synset-object-noun-1	dul:PhysicalObject
wn30instances:synset-hook-noun-2	d0:Characteristic	wn30instances:synset-curve-noun-1	dul:Quality
wn30instances:synset-hop-picker-noun-1	dul:PhysicalObject	wn30instances:synset-machine-noun-1	dul:PhysicalAgent
wn30instances:synset-hope-noun-2	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-hope-noun-4	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-hoper-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-hopsacking-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-horizon-noun-1	d0:Location	wn30instances:synset-line-noun-11	dul:SpaceRegion
wn30instances:synset-horizontal_surface-noun-1	d0:Location	wn30instances:synset-surface-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-horizontality-noun-1	dul:Description	wn30instances:synset-position-noun-7	dul:Relation
wn30instances:synset-horn_of_plenty-noun-1	dul:InformationEntity	wn30instances:synset-symbol-noun-2	dul:InformationRealization
wn30instances:synset-horror-noun-2	owl:Thing	wn30instances:synset-thing-noun-8	owl:Thing
wn30instances:synset-horse_race-noun-1	dul:Collection	wn30instances:synset-race-noun-2	coll:GeneticCollection
wn30instances:synset-horseback-noun-1	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-horsehair-noun-2	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-horsy_set-noun-1	dul:Collection	wn30instances:synset-set-noun-5	dul:Collective
wn30instances:synset-hospitalization-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-hospitalization-noun-2	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-host-noun-3	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-host-noun-6	dul:Organization	wn30instances:synset-organization-noun-1	dul:Organization
wn30instances:synset-hot_spot-noun-1	d0:Location	wn30instances:synset-geographical_area-noun-1	dul:Place
wn30instances:synset-hot_stuff-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-hot_weather-noun-1	dul:Situation	wn30instances:synset-weather-noun-1	dul:Situation
wn30instances:synset-hotbed-noun-1	dul:Situation	wn30instances:synset-situation-noun-1	dul:Situation
wn30instances:synset-hour-noun-3	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-hours-noun-2	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-house_of_cards-noun-2	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-housing-noun-1	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-hub-noun-1	dul:PhysicalObject	wn30instances:synset-part-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-huddler-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-hugger-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-hula-hoop-noun-1	dul:PhysicalObject	wn30instances:synset-plaything-noun-1	dul:DesignedArtifact
wn30instances:synset-hull-noun-6	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-human_body-noun-1	dul:Organism	wn30instances:synset-body-noun-1	dul:Organism
wn30instances:synset-human_nature-noun-1	d0:Characteristic	wn30instances:synset-attribute-noun-2	dul:Region
wn30instances:synset-human_process-noun-1	dul:Process	wn30instances:synset-process-noun-6	dul:Process
wn30instances:synset-human_right-noun-1	dul:Description	wn30instances:synset-right-noun-1	dul:Right
wn30instances:synset-humaneness-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-humanistic_discipline-noun-1	d0:Topic	wn30instances:synset-discipline-noun-1	ontopic:Topic
wn30instances:synset-humanness-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-humate-noun-1	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-humidity-noun-1	dul:Situation	wn30instances:synset-wetness-noun-1	dul:Situation
wn30instances:synset-humiliation-noun-3	dul:Situation	wn30instances:synset-case-noun-1	dul:Situation
wn30instances:synset-humility-noun-1	d0:Characteristic	wn30instances:synset-trait-noun-1	dul:Quality
wn30instances:synset-humility-noun-2	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-humor-noun-4	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-humor-noun-5	dul:PhysicalObject	wn30instances:synset-body_substance-noun-1	dul:FunctionalSubstance
wn30instances:synset-hunting_ground-noun-2	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-hybrid-noun-3	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-hydatid_mole-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-hydramnios-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-hydrate-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-hydrazo_group-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-hydrocele-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-hydrocephalus-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-hydrogen-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_element-noun-1	dul:ChemicalObject
wn30instances:synset-hydrogen_atom-noun-1	dul:PhysicalObject	wn30instances:synset-atom-noun-1	dul:ChemicalObject
wn30instances:synset-hydrogen_cyanide-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-hydrophobicity-noun-1	d0:Characteristic	wn30instances:synset-property-noun-2	dul:Quality
wn30instances:synset-hydrosphere-noun-1	d0:Location	wn30instances:synset-layer-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-hydroxide-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-hydroxide-noun-2	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-hydroxyl-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-hyoscyamine-noun-1	dul:PhysicalObject	wn30instances:synset-poison-noun-1	dul:FunctionalSubstance
wn30instances:synset-hyperactivity-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-hypercapnia-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-hyperpigmentation-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-hyperthermia-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-hypervitaminosis-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-hypnagogue-noun-1	dul:PhysicalObject	wn30instances:synset-agent-noun-3	dul:FunctionalSubstance
wn30instances:synset-hypnosis-noun-1	dul:Situation	wn30instances:synset-psychological_state-noun-1	dul:Situation
wn30instances:synset-hypocapnia-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-hypoglycemic_agent-noun-1	dul:PhysicalObject	wn30instances:synset-agent-noun-3	dul:FunctionalSubstance
wn30instances:synset-hypopigmentation-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-hypospadias-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-hypostasis-noun-4	dul:Description	wn30instances:synset-kernel-noun-3	dul:Relation
wn30instances:synset-hypothermia-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-hypothetical-noun-1	dul:Description	wn30instances:synset-hypothesis-noun-2	dul:Theory
wn30instances:synset-hypothetical_creature-noun-1	dul:Personification	wn30instances:synset-imaginary_being-noun-1	dul:Personification
wn30instances:synset-ice_mass-noun-1	d0:Location	wn30instances:synset-geological_formation-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#GeographicalFeature>
wn30instances:synset-icefall-noun-1	dul:PhysicalObject	wn30instances:synset-ice-noun-2	dul:Substance
wn30instances:synset-ichor-noun-1	dul:PhysicalObject	wn30instances:synset-fluid-noun-1	dul:Substance
wn30instances:synset-idea-noun-1	dul:InformationEntity	wn30instances:synset-content-noun-5	coll:InformationCollection
wn30instances:synset-ideality-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-identification-noun-3	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-identity-noun-1	d0:Characteristic	wn30instances:synset-personality-noun-1	dul:Quality
wn30instances:synset-identity_crisis-noun-1	dul:Situation	wn30instances:synset-psychological_state-noun-1	dul:Situation
wn30instances:synset-idiopathic_disease-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-idleness-noun-1	dul:Situation	wn30instances:synset-inactivity-noun-3	dul:Situation
wn30instances:synset-idyll-noun-1	d0:Event	wn30instances:synset-episode-noun-1	dul:EventType
wn30instances:synset-igniter-noun-1	dul:PhysicalObject	wn30instances:synset-fuel-noun-1	dul:FunctionalSubstance
wn30instances:synset-ignorance-noun-1	dul:InformationEntity	wn30instances:synset-content-noun-5	coll:InformationCollection
wn30instances:synset-illiteracy-noun-2	dul:Situation	wn30instances:synset-inability-noun-1	dul:Situation
wn30instances:synset-illogicality-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-illuminant-noun-1	dul:PhysicalObject	wn30instances:synset-fuel-noun-1	dul:FunctionalSubstance
wn30instances:synset-image-noun-7	dul:Abstract	wn30instances:synset-set-noun-2	dul:Set
wn30instances:synset-imaginative_comparison-noun-1	dul:Description	wn30instances:synset-comparison-noun-2	dul:Relation
wn30instances:synset-immateriality-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-immobility-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-immorality-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-immune-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-immunity-noun-2	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-immunological_disorder-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-impact-noun-1	d0:Event	wn30instances:synset-contact-noun-4	dul:Event
wn30instances:synset-impact-noun-2	dul:Situation	wn30instances:synset-consequence-noun-1	dul:Situation
wn30instances:synset-impaction-noun-1	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-impaction-noun-2	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-impaction-noun-3	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-impeachability-noun-1	dul:Situation	wn30instances:synset-guilt-noun-1	dul:Situation
wn30instances:synset-impenetrability-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-implement-noun-1	dul:PhysicalObject	wn30instances:synset-instrumentality-noun-3	dul:DesignedArtifact
